V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
94788,4468,28,rawkfanseth,1281401389,In 2005 UNL required 2.5 gpa or 20 on ACT. I think they made exceptions too. You have to have a pulse to get into UNL. Maybe being D1 athlete is harder. I admittedly went to some of the best schools in Nebraska though (public anyways). Maybe Braylon didnt have great schools growing up,3538,visible,0,15,0,a:0:{},0,,1281401514,28,1
94789,4468,354,carrolltonsker,1281401401,"I suspect that he must be very close.  I am still very skeptical, though, of the """"one point away"""" declaration for several reasons.  I wish him well.",3539,visible,0,16,0,a:0:{},0,,0,0,0
94802,4468,19,KleinTxHusker,1281403463,"[quote=""""rawkfanseth, post: 94788""""]In 2005 UNL required 2.5 gpa or 20 on ACT. I think they made exceptions too. You have to have a pulse to get into UNL. Maybe being D1 athlete is harder. I admittedly went to some of the best schools in Nebraska though (public anyways). Maybe Braylon didnt have great schools growing up[/QUOTE]He did go to a Catholic School which are usually way above most inner-city schools...  I really don't understand a lot of kids not qualifying...  IMO, you really have to work (or rather not work) at not qualifying.  Kids are usually identified as being college football material by the eighth grade.  High School coaches, especially at football powers, tend to be on top of or force the kids to be on top of academics.  Yet some kids apparently just do not make the serious effort...  and the GPA is in core academic classes only...  So they really need to get a C or better in Algebra, Geometry, Sciences, etc.

I tend to be real skeptical of kids who can't qualify.  I am highly skeptical of their work ethic.  A lot of the border line prospects I have seen in the area over the years who don't qualify never do...  If they go to JUCOs most drop out...  Look at the recent signees out of Texas we have had who didn't qualify...  Three of them... only one ever made it onto a B-12 field and he got kicked off the team (ISU) after one season...

NCAA is 2.5 and 17 or higher...  not 2.5 or 17 (or 20)",3540,visible,0,17,0,a:0:{},0,,1281403855,19,1
94813,4412,19,KleinTxHusker,1281405026,"[quote=""""carrolltonsker, post: 93619""""]According to this site, Cyrus is a popular baby name.

[url]http://www.quickbabynames.com/meaning-of-Cyrus.html[/url]

As a baby boy name, Cyrus is currently a popular baby name, with a recent overall USA popularity ranking of 506 out of 1000 (source: 2000s U.S. Census).[/QUOTE]Ummm....  I need to get back into Bible Study (plan to do Prophets)... and should have remembered this one...

I was scratching my head as to why a Persian name would be so popular in the West...  Clicked on the link and Cyrus mentioned Esther was a suitable name for a sister of Cyrus (Esther/Haddasah was a favorite of a different Persian King) and also Daniel as well...  Oh yeah, Cyrus the Great, a Persian King defeated the Babylonian King and allowed the Hebrews to return to Jerusalem.

[QUOTE][url]http://en.wikipedia.org/wiki/Cyrus_%28Bible%29[/url]

Cyrus the Great figures in the Hebrew Bible (Old Testament) as the patron and deliverer of the Jews. He is mentioned twenty-three times by name and alluded to several times more. [1] From these statements it appears that Cyrus the Great, king of Persia, was the monarch under whom the captivity of the Jews ended, for in the first year of his reign he was prompted by God to make a decree that the temple in Jerusalem should be rebuilt and that such Jews as cared to might return to their land for this purpose.[/QUOTE]",3492,visible,0,13,0,a:0:{},0,,1281405148,19,1
94842,4468,641,BornToBeRed,1281407666,"[quote=""""KleinTxHusker, post: 94787""""]I would take that he isn't going JUCO to mean that the coaches think he has a very real chance to make it...  I[B] take it you mean three to four percentile...  Now jumping from 15 to 19 just on not being nervous isn't likely... [/B] but buckling down and working hard on the basics plus being less nervous and better at test taking strategies, you could probably do a 15 to 19 improvement pretty easily... but getting the next increments gets progressively harder...  Still, I would guess he just needs a point or two (four to eight) to qualify and the coaches must think it realistic that he can do it.

My kids tended to hit the exact same score when they retook.  They were on the higher end - so improvement is tougher, but they didn't go after it with the intensity that I would have liked...  I do know of some kids who were able to jump from say a 1350 to 1450 with intense tutoring even though they were already well prepared and experienced test takers...

This makes him a Gray shirt, if he qualifies... not necessarily a bad outcome for us...[/QUOTE]
 
I did not mean percentile. I meant points. As in, as you suggested, a 15 to 19 jump. Personally, I jumped four points on my retake of the ACT. 
That's why he has me worried about retaking. The biggest jump in score generally happens between the first and second test. Beyond that, it's a matter of buckling down on points of weakness. It shouldn't be overly difficult to mark up a couple points with the proper tutoring though, as you can see which questions you got wrong online when the results are released. It even goes as far as to tell you what the question focused on (algebra, geometry, trig, etc.). 
Depending on how far he needs to go, it could be a huge variety in how long until he qualifies.",3541,visible,0,18,0,a:0:{},0,,0,0,0
94962,4353,19,KleinTxHusker,1281449523,"[quote=""""BuffSurveyor, post: 94282""""]I feel for this kid.  

Don't know what I would do if I were in his position.  But I know on thing for sure, I would consider going elsewhere.[/QUOTE]A gray shirt should never come as a surprise...

Essentially if the kid goes elsewhere, he has to sit out a season as a transfer unless the NCAA makes an exception on appeal; that is the biggest problem.

I do not agree that coaches should not be allowed to oversign.  Some of the solutions are due to problems with NCAA rules and the difficulty in knowing who will qualify and if/when they will get through the clearinghouse.",3439,visible,0,5,0,a:0:{},0,,0,0,0
95035,4353,24,HUSKER 4 EVER,1281455322,"That is a tough situation for both the player and the coach.  Due to things beyond the coaches control if grades and NCAA clearinghouse issues I can see wjy coaches over sign.  But if a coach is going to IMO he better make sure that the recruits that could be left out know in advance before accepting a LOI from them.  Then if the recruit wants to take the chance so be it, but if they do not they have a chance to see what is still availble to them in Febuary.",3440,visible,0,6,0,a:0:{},0,,0,0,0
95090,4353,19,KleinTxHusker,1281456884,"[quote=""""HUSKER 4 EVER, post: 95035""""]That is a tough situation for both the player and the coach.  Due to things beyond the coaches control if grades and NCAA clearinghouse issues I can see wjy coaches over sign.  But if a coach is going to IMO he better make sure that the recruits that could be left out know in advance before accepting a LOI from them.  Then if the recruit wants to take the chance so be it, but if they do not they have a chance to see what is still availble to them in Febuary.[/QUOTE]
 
What was really bad is the kid qualified, came to summer school to work out and enroll... this makes him a transfer... meaning he has to sit out a year (unless NCAA says he can play elsewhere)...  At some point 

The free option aspect of LOIs; scholarships, etc. are all in favor of the schools.  In the past most coaches have not abused this, but if it starts happening too often, the whole process will be changed...  That might be good, but history has been to make things worse for the players. Part of the reason coaches are doing this is less scholarships and tighter admission requirements.  I think it is quite plausible that the NCAA has gone too far in both points.",3441,visible,0,7,0,a:0:{},0,,0,0,0
95150,4353,258,Red Dawn,1281460382,"I do not believe he will have any issues going to another school - if you have a little free time, go here for more info on this issue [url]www.oversigning.com[/url]",3442,visible,0,8,0,a:0:{},0,,0,0,0
95157,4353,641,BornToBeRed,1281460817,"[quote=""""Red Dawn, post: 95150""""]I do not believe he will have any issues going to another school - if you have a little free time, go here for more info on this issue [url]www.oversigning.com[/url][/QUOTE]
 
I was pointed to that sight a while back, great read. They really do their homework. Suggested to anyone who follows recruiting closely.",3443,visible,0,9,0,a:0:{},0,,0,0,0
95203,4353,19,KleinTxHusker,1281462604,"I would hope that we stay to the undersigned model...

You cannot have a good walk-on program without awarding scholarships to walk-ons.  I'd argue we should award 3 or 4 per year.

Here is why I think the NCAA regs have unintentionally contributed to the problem...  they should allow much more in the way of summer programs/camps for evaluating talent (I noticed virtually every school had theirs at the same week... Is this per NCAA regs?)

[QUOTE]6. Oversigning doesn't create a competitive advantage so what's the big deal.

This couldn't be any further from the truth, especially within the last several years.  [B]Over the last several years the ability for coaches to evaluate players has decreased; the NCAA continues to decrease the amount of contact coaches can have with players (mainly out of fear of recruiting violations) which is making it hard for them to evaluate talent.  In addition, the NCAA continues to place more and more restrictions on the amount of time coaches can spend with players during spring and fall training camps and during the off season. The  net result is college football has become less about developing talent and more about mining for the next """"sure thing"""" 5 star recruit.  [/B]

When you oversign you have access to more opportunities to find that """"sure thing"""" whether it be from landing a 5 star recruit or taking a chance on a borderline guy who turns out to be a stud.  It's a numbers game and obviously, given that most of the top tier schools can attract top tier talent, the more of it that you can go through to find the ones you really want the better you will be.

Nick Saban and Les Miles have used oversigning as the backbone of building National Championship teams over the last decade.  If you look at the chart below and look at the number of players signed by Saban (who had the highest average) and Tressel (who had the lowest average), in the years that Saban was in college football he signed roughly 193 recruits; Tressel signed roughly 142 in those same years.  That is a difference of 51 recruiting opportunities over the same period of time.  Any change there might be a couple more good players in that list of 51?  If the difference were 5-10 I don't think we could point at this being an issue, but 51?[/QUOTE]Also... Tressel at 142 signees vs. Miles at193...  I always liked Tressel...",3444,visible,0,10,0,a:0:{},0,,1281462969,19,1
95340,4353,270,mjohnson,1281470640,"[quote=""""BuffSurveyor, post: 94282""""]I feel for this kid.  

Don't know what I would do if I were in his position.  But I know on thing for sure, I would consider going elsewhere.[/QUOTE]
 
I hear ya BuffSurveyor. I'm with you on Porter going somewhere else.",3445,visible,0,11,0,a:0:{},0,,0,0,0
95402,4353,187,FeelLikeAStranger,1281473567,"[quote=""""KleinTxHusker, post: 95203""""]I would hope that we stay to the undersigned model...
  [/QUOTE]

Well, we technically oversigned big this past year, starting out with a recruiting budget of something like 12 scholarships before fall camp and ending up with 22-23 signees, but some attrition was definitely expected in year 2.  
 
We will find ourselves in a similar position next year with 12 JR's on the roster and no scholarships to speak of to give to walk-ons to normalize that number somewhat. We are sitting at +1 right now with Heard not making it.  We can give that to a SR walk-on this year, but that's all we have barring any unforseen defections at this point.
 
 
Bo has done a fantastic job of rebuilding and managing the roster and position groups, but in the strict """"oversigning"""" definition used by that website, he's also guilty of oversigning due to the roster mess he was left with....certainly not anywhere close to the extent that Nutt or Miles have in recent years.  Our staff is very picky about the academic side of things, it seems, so we will not sign many players that are in danger of NQ.  I don't feel that Bo has """"oversigned"""" at all, but depending on what definition you go by, that's up for debate.",3446,visible,0,12,0,a:0:{},0,,0,0,0
95861,4542,268,Red Reign,1281552482,"Some good giddy-up for such a big guy....really likes Nebraska & Coach Pelini....we are one of his two leaders right now....will be visiting the weekend of the Texas game....:)  Corona is not far from where I live....might have to check him out....

Teaser on Rivals:

[QUOTE]Arizona and Nebraska have moved to the front of the pack for DeVante Wilson, a three-star weak-side defensive end from Corona, Calif., who plans to take official visits to both schools and probably won't make a commitment until after his senior season.[/QUOTE]


Corona, CA
Corona HS
Height: 6'4""""
Weight: 230
40 time: 4.7
Vertical:30 inches
20-yd shuttle 5.15 
Class:2011 (High School) 
Scholarships: Arizona, Colorado, Colorado St., Duke, Nebraska, New Mexico, San Jose St., Utah, Washington, Washington St. 

Video:  [url]http://insider.espn.go.com/ncf/recruiting/tracker/player?recruitId=101289&action=login&appRedirect=http%3a%2f%2finsider.espn.go.com%2fncf%2frecruiting%2ftracker%2fplayer%3frecruitId%3d101289[/url]

Rivals: ***    (#17) 5.7
Scout: ***    (#31)
ESPN: ***    (#99)


[QUOTE]He's 6' 3"""", 215lbs. and will be closer to about 235-240 by the time he hits the field at the next level. Exactly the kind of playmaking defensive player coaches are looking for. The nation's 21st ranked defensive end going into the season[/QUOTE]

[url]http://blog.oregonlive.com/ducks/2010/06/random_recruit_de_devante_wils.html[/url]",3565,visible,0,0,0,a:0:{},0,,0,0,0
95913,4542,258,Red Dawn,1281556615,I think Huskers should play Arizona and winner takes the recruit ;),3566,visible,0,1,0,a:0:{},0,,0,0,0
95917,4542,641,BornToBeRed,1281556714,"[quote=""""Red Dawn, post: 95913""""]I think Huskers should play Arizona and winner takes the recruit ;)[/QUOTE]
 
+1 :lol:",3567,visible,0,2,0,a:0:{},0,,0,0,0
96267,4542,358,N2FL,1281587260,"[b]Interview we did with him in May[/b]

[B]DeVante Wilson[/B] (May 2, 2010), currently ranked [B]#248[/B]

[B]N2FL:  At what age did you start playing football?[/B] 
  
[B]D.W.:[/B]  I started playing football when I was 11-years-old. 
  
[B]N2FL:  What was your favorite college team growing up?[/B] 
  
[B]D.W.:[/B]  Miami was my favorite college team and then I switched over to USC when I saw Reggie Bush play. 
  
[B]N2FL:  Have a favorite NFL Team?[/B] 
  
[B]D.W.:[/B]  The Raiders are my team for life. 
  
[B]N2FL:  Which is better, the NFL or college? [/B]
  
[B]D.W.:[/B]  College is better in my opinion. 
  
[B]N2FL:  Do you try and emulate any specific player?[/B] 
  
[B]D.W.:[/B]  No, I just wanna be me. 
  
[B]N2FL:  Any particular reason for the jersey number?[/B] 
  
[B]D.W.:[/B]  I chose #11 because it was the year I was graduating high school and it was my junior year which is 11th grade and its my girlfriends basketball number. 
  
[B]N2FL:  What do you think of the current BCS system? Would you prefer a playoff?[/B] 
  
[B]D.W.:[/B]  I like the current BCS system. 
  
[B]N2FL:  When and who was your first scholarship offer?[/B] 
  
[B]D.W.:[/B]  Colorado was my first scholarship offer, last fall. 
  
[B]N2FL:  How many scholarship offers do you currently have?[/B] 
  
[B]D.W.:[/B]  I currently have 3 scholarship offers. [B]*To date Wilson has at least 10 offers to my knowledge*[/B]
  
[B]N2FL:  Is there a school that hasn't offered you that you would like to see do so?[/B] 
  
[B]D.W.:[/B]  Yes, USC is the school I would like to receive an offer from. It's the school I've dreamed about playing for since I was a little kid. 
  
[B]N2FL:  What are some of the considerations you have when deciding between schools?[/B] 
  
[B]D.W.:[/B]  playing time, team chemistry, academics 
  
[B]N2FL:  Who are the schools currently on your list for consideration? Any leaders?[/B] 
  
[B]D.W.:[/B]  USC, UCLA, Arizona, Miami, Oregon, Washington, Alabama, Arizona State, Georgia, Florida State, [B]Nebraska[/B], Texas Tech 
  
[B]N2FL:  Have you attended any schools Spring Game?[/B] 
  
[B]D.W.:[/B]  I attended UCLA's spring game last weekend. 
  
[B]N2FL:  Who is currently recruiting you the hardest?[/B] 
  
[B]D.W.:[/B]  The Pac-10 is recruiting me hard, and some other east coast schools. 
  
[B]N2FL:  Have you thought about who you might want to """"officially visit""""? [/B]
  
[B]D.W.:[/B]  USC, UCLA, Miami, Arizona and Oregon are the schools I want to officially visit. 
  
[B]N2FL:  What positions are you being recruited to play?[/B] 
  
[B]D.W.:[/B]  I am being recruited to play DE. 
  
[B]N2FL:  What position would you prefer to play in college?[/B] 
  
[B]D.W.:[/B]  I want to play DE or as a standup rush linebacker. 
  
[B]N2FL:  What do you view as some of your playing strengths?[/B] 
  
[B]D.W.:[/B]  My strength, motor and tackling ability. 
  
[B]N2FL:  What are some things you would like to work on between now and college?[/B] 
  
[B]D.W.: [/B] Between now and college I will want to work on everything, you can never be satisfied. 
  
[B]N2FL:  How would you feel about Redshirting?[/B] 
  
[B]D.W.:[/B]  I don't want to redshirt. I want to get on the field as quick as possible. 
  
[B]N2FL:  What is the most annoying aspect of the recruiting process?[/B] 
  
[B]D.W.:[/B]  Nothing is really annoying to me about the process, I just take it all in. 
  
[B]N2FL:  Do you have a major in mind?[/B] 
  
[B]D.W.:[/B]  I want to major in business. 
  
[B]N2FL:  What are your goals for your senior season? [/B]
  
[B]D.W.:[/B]  My goals for my senior season are to get better, 15 sacks, and just have fun with my boys winning games. 
  
[B]N2FL:  What will you miss the most about high school?[/B] 
  
[B]D.W.:[/B]  I will miss playing on Friday nights in front of all of my friends and family. 
  
[B]N2FL:  What is the craziest recruiting """"pitch"""" you have heard so far? [/B]
  
[B]D.W.:[/B]  I haven't really heard a crazy pitch yet. 
  
[B]N2FL:  Do you have a time frame as to when you would like to commit?[/B] 
  
[B]D.W.:[/B]  I want to commit during an All-American game - if I get invited to play in one. 
  
[B]N2FL:  In addition to """"National Letter of Intent Day' in February, should there be an early signing period like college basketball? Perhaps in August or November?[/B] 
  
[B]D.W.:[/B]  No I think it is good in February. That gives the prospects more time to make the best decision and they won't feel rushed. 
  
[B]N2FL:  Have you communicated with any prospective recruits about attending the same school?[/B] 
  
[B]D.W.:[/B]  No I haven't talked to any other prospects about attending the same school yet. 
  
[B]N2FL:  Who has been the biggest influence in your life?[/B] 
  
[B]D.W.: [/B] My parents have been the biggest influence on my life.",3568,visible,0,3,0,a:0:{},0,,0,0,0
96268,4542,268,Red Reign,1281588298,"Looks like we've made some inroads with him since your interview....

Thanks for sharing....:)",3569,visible,0,4,0,a:0:{},0,,0,0,0
96361,4542,270,mjohnson,1281620981,"[quote=""""Red Dawn, post: 95913""""]I think Huskers should play Arizona and winner takes the recruit ;)[/QUOTE]
 
Lol RD, I'm with you on that.",3570,visible,0,5,0,a:0:{},0,,0,0,0
96364,4542,270,mjohnson,1281621115,Thanks RR for the link. I hope the HUSKERS get him.,3571,visible,0,6,0,a:0:{},0,,1281621369,270,1
96394,4568,268,Red Reign,1281625450,"Nothing really new or earth shattering....from a free article at Longhorns Digest (Scout).....they have backed off more than a """"bit"""" from all I have read and heard....guess it depends what your definition of """"a bit"""" is....:)  I think we are fully in the drivers seat for Aaron's commit....but yes, if Brown was to say go to Alabama....I suspect Texas would come hard again for Aaron again....you have to wonder if he would still bite though....million dollar question IF it gets to that point...I really like our chances are landing his commit...

[QUOTE]Q: What is the story on Aaron Green? I've heard that UT is still pursuing him, yet I read quotes from him that he hasn't heard from UT in a while.

A: Many people feel that Texasâ€™s interest in Green is directly contrary to the Longhornsâ€™ interest in Malcolm Brown. With two running backs in the past class in Demarco Cobbs and Traylon Shead, and with a big back in Joe Bergeron already committed for 2011, Texas will likely only take one back with its final three openings. With Texas sitting in a strong position for Brown, the Longhorns appear to have backed off Green a bit.[/QUOTE]

[url]http://texas.scout.com/2/991580.html[/url]",3590,visible,0,0,0,a:0:{},0,,0,0,0
96449,4568,137,HorninFortWorth,1281630835,"This random blog site is a weekly interesting read that places percentages on UT recruiting targets. Have to scroll down a bit past the Washington tight end story to get to the thoughts on Green and Brown. Who knows how legit it is or will be but it is fun to speculate. Anyway from most stuff I read it sounds like Brown to wear orange and Green to wear red. :D There is always next years great back in Texas but Jonathan Gray is a really really good next years back.

[URL=""""http://recruitocosm.fantake.com/2010/08/11/texas-recruiting-weekly-austin-seferian-jenkins-wait-watchers/""""]http://recruitocosm.fantake.com/2010/08/11/texas-recruiting-weekly-austin-seferian-jenkins-wait-watchers/[/URL]",3591,visible,0,1,0,a:0:{},0,,1281631029,137,1
96476,4568,268,Red Reign,1281632398,"Hey thanks for that....:) Just adds to the what I have heard that Green will be """"N"""".....hopefully he pulls the trigger soon after Brown does...

[QUOTE][B]Malcolm Brown[/B]
Odds of Committing: 105% — extra 5% boost to sway the doubters.
This one’s locked and loaded and don’t let anyone tell you differently. Brown notified the staff weeks ago that he’s Austin bound. We’ve had two different sources close the program confirm as such, including the one that gave us the ASJ prediction and the news of Rasco visiting this past weekend, which scooped all other media outlets foreign and domestic. Time to ask for a $10 refund for the month of August from your preferred pay wall site. Seriously, ask them!

We anticipate Brown to commit before school starts and our five years of wandering the desert giving offers to RB mirages hoping they’d bear 6’1 / 210 / 4.4 fruit will finally be over soon. 

[B]Aaron Green[/B]
Odds of Committing: 5% — still a long shot.

If Brown chooses the Horns, the percentages are virtually nil for a Green commitment. The Horns have needs at other positions even if ASJ opens up another ship. We’re guessing Green’s spot goes to a corner like Charles Jackson, a player that emerges late in the process with a huge senior year, or an OOS five star caliber player that has contacted the staff to get an indication of interest. Yes, that’s happened. Do they end up in Austin? No. But we’ll generally flirt back.

Another thing the staff is cognizant of is depth chart concerns for the super blue running back prospects in the 2012 class. Jonathan Gray and Barry Sanders, Jr. are high on the staff’s priority lists for next season and they feel that both of these players are better all around backs than Green. [/QUOTE]

[url]http://recruitocosm.fantake.com/2010...wait-watchers/[/url] 

[B][/B][quote=""""HorninFortWorth, post: 96449""""]This random blog site is a weekly interesting read that places percentages on UT recruiting targets. Have to scroll down a bit past the Washington tight end story to get to the thoughts on Green and Brown. Who knows how legit it is or will be but it is fun to speculate. Anyway from most stuff I read it sounds like Brown to wear orange and Green to wear red. :D There is always next years great back in Texas but Jonathan Gray is a really really good next years back.

[URL=""""http://recruitocosm.fantake.com/2010/08/11/texas-recruiting-weekly-austin-seferian-jenkins-wait-watchers/""""]http://recruitocosm.fantake.com/2010/08/11/texas-recruiting-weekly-austin-seferian-jenkins-wait-watchers/[/URL][/QUOTE]",3592,visible,0,2,0,a:0:{},0,,1281632755,268,1
96519,4568,24,HUSKER 4 EVER,1281636610,"I know green has great talent, but I am always nervous about being the second choice.",3593,visible,0,3,0,a:0:{},0,,0,0,0
96527,4568,137,HorninFortWorth,1281637326,"[B][/B][quote=""""HUSKER 4 EVER, post: 96519""""]I know green has great talent, but I am always nervous about being the second choice.[/QUOTE]

Playing with your brother is a solid trump card.",3594,visible,0,4,0,a:0:{},0,,1281646628,268,1
96634,4568,268,Red Reign,1281646536,"Who says we are the second choice?

[B][/B][quote=""""HUSKER 4 EVER, post: 96519""""]I know green has great talent, but I am always nervous about being the second choice.[/QUOTE]",3595,visible,0,5,0,a:0:{},0,,1281655687,268,1
96635,4568,268,Red Reign,1281646642,"Yes it is....especially with mom and dad who only have to travel to one place to see games...:)

[B][/B][quote=""""HorninFortWorth, post: 96527""""][B][/B]

Playing with your brother is a solid trump card.[/QUOTE]",3596,visible,0,6,0,a:0:{},0,,0,0,0
96671,4568,358,N2FL,1281649523,"[quote=""""HUSKER 4 EVER, post: 96519""""]I know green has great talent, but I am always nervous about being the second choice.[/QUOTE]
 
If Aaron Green decides to play for Nebraska or Florida State or someone [I]other[/I] than Texas, it will mean they were his [B]first[/B] choice - not that Texas wanted Malcolm Brown more. Believe me, if Aaron Green wants to play for Texas, he will play for Texas. Mack Brown may prefer Malcolm Brown more overall, but he wont say no to Green in addition. Too good to pass up. Aaron Green is truly one of the special players in the 2010 class. IMO Green is one of the top 5 overall playmakers , regardless of position. No school in the country, no matter how many spots they have open or position they may prefer to use that scholarship on, is going to say no to Aaron Green choosing to attend their school. Not Florida, not Alabama, not Texas.",3597,visible,0,7,0,a:0:{},0,,0,0,0
96701,4568,602,mjw11,1281651561,"well with us being on the tv every week starting next year, travel to see the games shouldnt be much of a factor",3598,visible,0,8,0,a:0:{},0,,0,0,0
96703,4568,313,BuffSurveyor,1281651664,"[quote=""""N2FL, post: 96671""""]If Aaron Green decides to play for Nebraska or Florida State or someone [I]other[/I] than Texas, it will mean they were his [B]first[/B] choice - not that Texas wanted Malcolm Brown more. Believe me, if Aaron Green wants to play for Texas, he will play for Texas. Mack Brown may prefer Malcolm Brown more overall, but he wont say no to Green in addition. Too good to pass up. Aaron Green is truly one of the special players in the 2010 class. IMO Green is one of the top 5 overall playmakers , regardless of position. No school in the country, no matter how many spots they have open or position they may prefer to use that scholarship on, is going to say no to Aaron Green choosing to attend their school. Not Florida, not Alabama, not Texas.[/QUOTE]
 
Great Post!

Here's to Aaron Green making the decision to attend the University of Nebraska.  :thumbsup::thumbsup:

He appears to have great character and great talent with an excellent family behind him.",3599,visible,0,9,0,a:0:{},0,,0,0,0
96786,4568,24,HUSKER 4 EVER,1281657512,"[quote=""""Red Reign, post: 96634""""]Wno says we are the second choice?

[B][/B][/QUOTE]

I guess it just seems like if it was a case of he wants to play with his brother, why would he have not committed already?  That is a plus for us I agree, but IMO Iiv h really wanted to play with his brother he would have commited by now.  I think he wants to play at Texas and is waiting to see where Brown goes.  If brown does not choose Texas and Texas comes a calling I think he goes there.  IMO Texas is his first choice, but if they do not want him he then will come to NU to play with his brother.  That is why I think we are a 2nd choice for him....just my:2cents:

I hope he comes to NU, but I just feel he WANTS Texas more",3600,visible,0,10,0,a:0:{},0,,0,0,0
96826,4568,356,FCHusker,1281662184,"[quote=""""HUSKER 4 EVER, post: 96786""""]I guess it just seems like if it was a case of he wants to play with his brother, why would he have not committed already?  That is a plus for us I agree, but IMO Iiv h really wanted to play with his brother he would have commited by now. [B] I think he wants to play at Texas and is waiting to see where Brown goes[/B].  If brown does not choose Texas and Texas comes a calling I think he goes there.  IMO Texas is his first choice, but if they do not want him he then will come to NU to play with his brother.  That is why I think we are a 2nd choice for him....just my:2cents:

I hope he comes to NU, but I just feel he WANTS Texas more[/QUOTE]

10/16/10 will forever change that feeling if it is true!!!!!! Trust me!",3601,visible,0,11,0,a:0:{},0,,0,0,0
96833,4568,268,Red Reign,1281662984,"Were not his second choice.....you don't know he wants to play at Texas or he wants them more.....only he knows what he wants and he'll make his decision when he is ready too....read what N2FL wrote....he hit it on the head....

He will commit when he is ready too....we all have different things to consider.....I know when I chose a school I waited until the last minute to make sure in my mind it was the right choice.....some kids can pull the trigger early and are content.....that wasn't me..........and thankfully it was the right decision after I had mulled it over done my research, talked with my family and made the decision when I was ready because once i did it was a commitment I was going to keep.....there is no need to commit before you are ready and no one should rush you.....trust me will have a slot for him when he is ready.....

Too often kids (i.e Tyler Gabbert) make commitments for all the wrong reasons....and then move on.....(we actually won in that case getting Carnes who is the better prospect in my opinion).....I'd rather he makes an informed decision for the right reasons....

I'm not sure what makes you feel he wants Texas.....if he did he could have commited already....right?  Like N2FL said no program is going to turn him down....they will make room....Brown or no Brown...

[B][/B][quote=""""HUSKER 4 EVER, post: 96786""""]I guess it just seems like if it was a case of he wants to play with his brother, why would he have not committed already?  That is a plus for us I agree, but IMO Iiv h really wanted to play with his brother he would have commited by now.  I think he wants to play at Texas and is waiting to see where Brown goes.  If brown does not choose Texas and Texas comes a calling I think he goes there.  IMO Texas is his first choice, but if they do not want him he then will come to NU to play with his brother.  That is why I think we are a 2nd choice for him....just my:2cents:

I hope he comes to NU, but I just feel he WANTS Texas more[/QUOTE]",3602,visible,0,12,0,a:0:{},0,,1281664057,268,1
96835,4568,268,Red Reign,1281663039,"I don't think that game matters one way or another to his decision....

[B][/B][quote=""""SBHusker, post: 96826""""]10/16/10 will forever change that feeling if it is true!!!!!! Trust me![/QUOTE]",3603,visible,0,13,0,a:0:{},0,,0,0,0
96839,4568,256,p-ville husker,1281663696,"[quote=""""SBHusker, post: 96826""""]10/16/10 will forever change that feeling if it is true!!!!!! Trust me![/QUOTE]
 
One game should not make the ultimate decision where a kid goes.  If it does.....",3604,visible,0,14,0,a:0:{},0,,0,0,0
96873,4568,641,BornToBeRed,1281666759,"Attending -any- Nebraska game will likely make a massive impact on a recruit's decision. Everytime I talk to a fan about when my first Nebraska game will be, they tell me I'll get chills when I walk in the gate. When 80,000+ fans are THAT excited for the team? It has to make an impact to a recruit.",3605,visible,0,15,0,a:0:{},0,,0,0,0
96898,4568,24,HUSKER 4 EVER,1281668587,"[quote=""""Red Reign, post: 96833""""]Were not his second choice.....you don't know he wants to play at Texas or he wants them more.....only he knows what he wants and he'll make his decision when he is ready too....read what N2FL wrote....he hit it on the head....

He will commit when he is ready too....we all have different things to consider.....I know when I chose a school I waited until the last minute to make sure in my mind it was the right choice.....some kids can pull the trigger early and are content.....that wasn't me..........and thankfully it was the right decision after I had mulled it over done my research, talked with my family and made the decision when I was ready because once i did it was a commitment I was going to keep.....there is no need to commit before you are ready and no one should rush you.....trust me will have a slot for him when he is ready.....

Too often kids (i.e Tyler Gabbert) make commitments for all the wrong reasons....and then move on.....(we actually won in that case getting Carnes who is the better prospect in my opinion).....I'd rather he makes an informed decision for the right reasons....

I'm not sure what makes you feel he wants Texas.....if he did he could have commited already....right?  Like N2FL said no program is going to turn him down....they will make room....Brown or no Brown...

[B][/B][/QUOTE]

I never said I KNOW he wants to play for Texas I said it was my opinion that he does.  As for what NF2L said, (again my opinion and I am not an expert by any means, ...nor do I play one on TV nor did I sleep at a Holiday Inn Express last night :D and I am sure that most readers of this thread will put more stock into yours and NF2L's opinions that mine and that is fine with me) if Texas wanted him because he is too good to pass up Brown or not then why would they cool off on recruiting him?   

As for committing, all I was trying to say was that if playing with his brother was as important as some think he would have committed by now, so obviously there is more to it than hos brother.  His brother here at Nu does give us an edge that no one else has, but that is obviously not a gaurentee of a commit.

I do not claim to know what Mr. Green is thinking, you are correct, but then again you and NF2L do not either it is all just opinion until Mr. Green does commit and at that time whenever it is I hope he chooses NU, but I do believe at this time that if Texas was to push hard for him he will go there..and if Texas wanted him they would be recruiting him harder than what has been mentioned..I hope I am wrong but that is currently my opinion of this situation.  

Maybe this weekend I will go stay at a Holiday Inn Express and then I will have all the answers :D:D",3606,visible,0,16,0,a:0:{},0,,0,0,0
