key,user,unixTime,postText,time,words
96267,N2FL,1281587260," Interview we did with him in May 

 DeVante Wilson  (May 2, 2010), currently ranked  #248 

 N2FL:  At what age did you start playing football?  
  
 D.W.:   I started playing football when I was 11-years-old. 
  
 N2FL:  What was your favorite college team growing up?  
  
 D.W.:   Miami was my favorite college team and then I switched over to USC when I saw Reggie Bush play. 
  
 N2FL:  Have a favorite NFL Team?  
  
 D.W.:   The Raiders are my team for life. 
  
 N2FL:  Which is better, the NFL or college?  
  
 D.W.:   College is better in my opinion. 
  
 N2FL:  Do you try and emulate any specific player?  
  
 D.W.:   No, I just wanna be me. 
  
 N2FL:  Any particular reason for the jersey number?  
  
 D.W.:   I chose #11 because it was the year I was graduating high school and it was my junior year which is 11th grade and its my girlfriends basketball number. 
  
 N2FL:  What do you think of the current BCS system? Would you prefer a playoff?  
  
 D.W.:   I like the current BCS system. 
  
 N2FL:  When and who was your first scholarship offer?  
  
 D.W.:   Colorado was my first scholarship offer, last fall. 
  
 N2FL:  How many scholarship offers do you currently have?  
  
 D.W.:   I currently have 3 scholarship offers.  *To date Wilson has at least 10 offers to my knowledge* 
  
 N2FL:  Is there a school that hasn't offered you that you would like to see do so?  
  
 D.W.:   Yes, USC is the school I would like to receive an offer from. It's the school I've dreamed about playing for since I was a little kid. 
  
 N2FL:  What are some of the considerations you have when deciding between schools?  
  
 D.W.:   playing time, team chemistry, academics 
  
 N2FL:  Who are the schools currently on your list for consideration? Any leaders?  
  
 D.W.:   USC, UCLA, Arizona, Miami, Oregon, Washington, Alabama, Arizona State, Georgia, Florida State,  Nebraska , Texas Tech 
  
 N2FL:  Have you attended any schools Spring Game?  
  
 D.W.:   I attended UCLA's spring game last weekend. 
  
 N2FL:  Who is currently recruiting you the hardest?  
  
 D.W.:   The Pac-10 is recruiting me hard, and some other east coast schools. 
  
 N2FL:  Have you thought about who you might want to """"""""officially visit""""""""?  
  
 D.W.:   USC, UCLA, Miami, Arizona and Oregon are the schools I want to officially visit. 
  
 N2FL:  What positions are you being recruited to play?  
  
 D.W.:   I am being recruited to play DE. 
  
 N2FL:  What position would you prefer to play in college?  
  
 D.W.:   I want to play DE or as a standup rush linebacker. 
  
 N2FL:  What do you view as some of your playing strengths?  
  
 D.W.:   My strength, motor and tackling ability. 
  
 N2FL:  What are some things you would like to work on between now and college?  
  
 D.W.:   Between now and college I will want to work on everything, you can never be satisfied. 
  
 N2FL:  How would you feel about Redshirting?  
  
 D.W.:   I don't want to redshirt. I want to get on the field as quick as possible. 
  
 N2FL:  What is the most annoying aspect of the recruiting process?  
  
 D.W.:   Nothing is really annoying to me about the process, I just take it all in. 
  
 N2FL:  Do you have a major in mind?  
  
 D.W.:   I want to major in business. 
  
 N2FL:  What are your goals for your senior season?  
  
 D.W.:   My goals for my senior season are to get better, 15 sacks, and just have fun with my boys winning games. 
  
 N2FL:  What will you miss the most about high school?  
  
 D.W.:   I will miss playing on Friday nights in front of all of my friends and family. 
  
 N2FL:  What is the craziest recruiting """"""""pitch"""""""" you have heard so far?  
  
 D.W.:   I haven't really heard a crazy pitch yet. 
  
 N2FL:  Do you have a time frame as to when you would like to commit?  
  
 D.W.:   I want to commit during an All-American game - if I get invited to play in one. 
  
 N2FL:  In addition to """"""""National Letter of Intent Day' in February, should there be an early signing period like college basketball? Perhaps in August or November?  
  
 D.W.:   No I think it is good in February. That gives the prospects more time to make the best decision and they won't feel rushed. 
  
 N2FL:  Have you communicated with any prospective recruits about attending the same school?  
  
 D.W.:   No I haven't talked to any other prospects about attending the same school yet. 
  
 N2FL:  Who has been the biggest influence in your life?  
  
 D.W.:   My parents have been the biggest influence on my life.",2010-08-12T04:27:40Z," interview we did with him in may 

 devante wilson  (may 2  2010)  currently ranked  #248 

 n2fl:  at what age did you start playing football   
  
 d w :   i started playing football when i was 11-years-old  
  
 n2fl:  what was your favorite college team growing up   
  
 d w :   miami was my favorite college team and then i switched over to usc when i saw reggie bush play  
  
 n2fl:  have a favorite nfl team   
  
 d w :   the raiders are my team for life  
  
 n2fl:  which is better  the nfl or college   
  
 d w :   college is better in my opinion  
  
 n2fl:  do you try and emulate any specific player   
  
 d w :   no  i just wanna be me  
  
 n2fl:  any particular reason for the jersey number   
  
 d w :   i chose #11 because it was the year i was graduating high school and it was my junior year which is 11th grade and its my girlfriends basketball number  
  
 n2fl:  what do you think of the current bcs system  would you prefer a playoff   
  
 d w :   i like the current bcs system  
  
 n2fl:  when and who was your first scholarship offer   
  
 d w :   colorado was my first scholarship offer  last fall  
  
 n2fl:  how many scholarship offers do you currently have   
  
 d w :   i currently have 3 scholarship offers   *to date wilson has at least 10 offers to my knowledge* 
  
 n2fl:  is there a school that hasn't offered you that you would like to see do so   
  
 d w :   yes  usc is the school i would like to receive an offer from  it's the school i've dreamed about playing for since i was a little kid  
  
 n2fl:  what are some of the considerations you have when deciding between schools   
  
 d w :   playing time  team chemistry  academics 
  
 n2fl:  who are the schools currently on your list for consideration  any leaders   
  
 d w :   usc  ucla  arizona  miami  oregon  washington  alabama  arizona state  georgia  florida state   nebraska   texas tech 
  
 n2fl:  have you attended any schools spring game   
  
 d w :   i attended ucla's spring game last weekend  
  
 n2fl:  who is currently recruiting you the hardest   
  
 d w :   the pac-10 is recruiting me hard  and some other east coast schools  
  
 n2fl:  have you thought about who you might want to """"""""officially visit""""""""   
  
 d w :   usc  ucla  miami  arizona and oregon are the schools i want to officially visit  
  
 n2fl:  what positions are you being recruited to play   
  
 d w :   i am being recruited to play de  
  
 n2fl:  what position would you prefer to play in college   
  
 d w :   i want to play de or as a standup rush linebacker  
  
 n2fl:  what do you view as some of your playing strengths   
  
 d w :   my strength  motor and tackling ability  
  
 n2fl:  what are some things you would like to work on between now and college   
  
 d w :   between now and college i will want to work on everything  you can never be satisfied  
  
 n2fl:  how would you feel about redshirting   
  
 d w :   i don't want to redshirt  i want to get on the field as quick as possible  
  
 n2fl:  what is the most annoying aspect of the recruiting process   
  
 d w :   nothing is really annoying to me about the process  i just take it all in  
  
 n2fl:  do you have a major in mind   
  
 d w :   i want to major in business  
  
 n2fl:  what are your goals for your senior season   
  
 d w :   my goals for my senior season are to get better  15 sacks  and just have fun with my boys winning games  
  
 n2fl:  what will you miss the most about high school   
  
 d w :   i will miss playing on friday nights in front of all of my friends and family  
  
 n2fl:  what is the craziest recruiting """"""""pitch"""""""" you have heard so far   
  
 d w :   i haven't really heard a crazy pitch yet  
  
 n2fl:  do you have a time frame as to when you would like to commit   
  
 d w :   i want to commit during an all-american game - if i get invited to play in one  
  
 n2fl:  in addition to """"""""national letter of intent day' in february  should there be an early signing period like college basketball  perhaps in august or november   
  
 d w :   no i think it is good in february  that gives the prospects more time to make the best decision and they won't feel rushed  
  
 n2fl:  have you communicated with any prospective recruits about attending the same school   
  
 d w :   no i haven't talked to any other prospects about attending the same school yet  
  
 n2fl:  who has been the biggest influence in your life   
  
 d w :   my parents have been the biggest influence on my life "
96394,Red Reign,1281625450,"Nothing really new or earth shattering....from a free article at Longhorns Digest (Scout).....they have backed off more than a """"""""bit"""""""" from all I have read and heard....guess it depends what your definition of """"""""a bit"""""""" is....:)  I think we are fully in the drivers seat for Aaron's commit....but yes, if Brown was to say go to Alabama....I suspect Texas would come hard again for Aaron again....you have to wonder if he would still bite though....million dollar question IF it gets to that point...I really like our chances are landing his commit...

 

 ",2010-08-12T15:04:10Z,"nothing really new or earth shattering    from a free article at longhorns digest (scout)     they have backed off more than a """"""""bit"""""""" from all i have read and heard    guess it depends what your definition of """"""""a bit"""""""" is    :)  i think we are fully in the drivers seat for aaron's commit    but yes  if brown was to say go to alabama    i suspect texas would come hard again for aaron again    you have to wonder if he would still bite though    million dollar question if it gets to that point   i really like our chances are landing his commit   

 

 "
96449,HorninFortWorth,1281630835,"This random blog site is a weekly interesting read that places percentages on UT recruiting targets. Have to scroll down a bit past the Washington tight end story to get to the thoughts on Green and Brown. Who knows how legit it is or will be but it is fun to speculate. Anyway from most stuff I read it sounds like Brown to wear orange and Green to wear red. :D There is always next years great back in Texas but Jonathan Gray is a really really good next years back.

  ",2010-08-12T16:33:55Z,"this random blog site is a weekly interesting read that places percentages on ut recruiting targets  have to scroll down a bit past the washington tight end story to get to the thoughts on green and brown  who knows how legit it is or will be but it is fun to speculate  anyway from most stuff i read it sounds like brown to wear orange and green to wear red  :d there is always next years great back in texas but jonathan gray is a really really good next years back 

  "
96476,Red Reign,1281632398,"Hey thanks for that....:) Just adds to the what I have heard that Green will be """"""""N"""""""".....hopefully he pulls the trigger soon after Brown does...

 

  

   ",2010-08-12T16:59:58Z,"hey thanks for that    :) just adds to the what i have heard that green will be """"""""n""""""""     hopefully he pulls the trigger soon after brown does   

 

  

   "
96519,HUSKER 4 EVER,1281636610,"I know green has great talent, but I am always nervous about being the second choice.",2010-08-12T18:10:10Z,i know green has great talent  but i am always nervous about being the second choice 
96671,N2FL,1281649523," 
 
If Aaron Green decides to play for Nebraska or Florida State or someone  other  than Texas, it will mean they were his  first  choice - not that Texas wanted Malcolm Brown more. Believe me, if Aaron Green wants to play for Texas, he will play for Texas. Mack Brown may prefer Malcolm Brown more overall, but he wont say no to Green in addition. Too good to pass up. Aaron Green is truly one of the special players in the 2010 class. IMO Green is one of the top 5 overall playmakers , regardless of position. No school in the country, no matter how many spots they have open or position they may prefer to use that scholarship on, is going to say no to Aaron Green choosing to attend their school. Not Florida, not Alabama, not Texas.",2010-08-12T21:45:23Z," 
 
if aaron green decides to play for nebraska or florida state or someone  other  than texas  it will mean they were his  first  choice - not that texas wanted malcolm brown more  believe me  if aaron green wants to play for texas  he will play for texas  mack brown may prefer malcolm brown more overall  but he wont say no to green in addition  too good to pass up  aaron green is truly one of the special players in the 2010 class  imo green is one of the top 5 overall playmakers   regardless of position  no school in the country  no matter how many spots they have open or position they may prefer to use that scholarship on  is going to say no to aaron green choosing to attend their school  not florida  not alabama  not texas "
96703,BuffSurveyor,1281651664," 
 
Great Post!

Here's to Aaron Green making the decision to attend the University of Nebraska.  :thumbsup::thumbsup:

He appears to have great character and great talent with an excellent family behind him.",2010-08-12T22:21:04Z," 
 
great post 

here's to aaron green making the decision to attend the university of nebraska   :thumbsup::thumbsup:

he appears to have great character and great talent with an excellent family behind him "
96786,HUSKER 4 EVER,1281657512," 

I guess it just seems like if it was a case of he wants to play with his brother, why would he have not committed already?  That is a plus for us I agree, but IMO Iiv h really wanted to play with his brother he would have commited by now.  I think he wants to play at Texas and is waiting to see where Brown goes.  If brown does not choose Texas and Texas comes a calling I think he goes there.  IMO Texas is his first choice, but if they do not want him he then will come to NU to play with his brother.  That is why I think we are a 2nd choice for him....just my:2cents:

I hope he comes to NU, but I just feel he WANTS Texas more",2010-08-12T23:58:32Z," 

i guess it just seems like if it was a case of he wants to play with his brother  why would he have not committed already   that is a plus for us i agree  but imo iiv h really wanted to play with his brother he would have commited by now   i think he wants to play at texas and is waiting to see where brown goes   if brown does not choose texas and texas comes a calling i think he goes there   imo texas is his first choice  but if they do not want him he then will come to nu to play with his brother   that is why i think we are a 2nd choice for him    just my:2cents:

i hope he comes to nu  but i just feel he wants texas more"
96833,Red Reign,1281662984,"Were not his second choice.....you don't know he wants to play at Texas or he wants them more.....only he knows what he wants and he'll make his decision when he is ready too....read what N2FL wrote....he hit it on the head....

He will commit when he is ready too....we all have different things to consider.....I know when I chose a school I waited until the last minute to make sure in my mind it was the right choice.....some kids can pull the trigger early and are content.....that wasn't me..........and thankfully it was the right decision after I had mulled it over done my research, talked with my family and made the decision when I was ready because once i did it was a commitment I was going to keep.....there is no need to commit before you are ready and no one should rush you.....trust me will have a slot for him when he is ready.....

Too often kids (i.e Tyler Gabbert) make commitments for all the wrong reasons....and then move on.....(we actually won in that case getting Carnes who is the better prospect in my opinion).....I'd rather he makes an informed decision for the right reasons....

I'm not sure what makes you feel he wants Texas.....if he did he could have commited already....right?  Like N2FL said no program is going to turn him down....they will make room....Brown or no Brown...

   ",2010-08-13T01:29:44Z,"were not his second choice     you don't know he wants to play at texas or he wants them more     only he knows what he wants and he'll make his decision when he is ready too    read what n2fl wrote    he hit it on the head    

he will commit when he is ready too    we all have different things to consider     i know when i chose a school i waited until the last minute to make sure in my mind it was the right choice     some kids can pull the trigger early and are content     that wasn't me          and thankfully it was the right decision after i had mulled it over done my research  talked with my family and made the decision when i was ready because once i did it was a commitment i was going to keep     there is no need to commit before you are ready and no one should rush you     trust me will have a slot for him when he is ready     

too often kids (i e tyler gabbert) make commitments for all the wrong reasons    and then move on     (we actually won in that case getting carnes who is the better prospect in my opinion)     i'd rather he makes an informed decision for the right reasons    

i'm not sure what makes you feel he wants texas     if he did he could have commited already    right   like n2fl said no program is going to turn him down    they will make room    brown or no brown   

   "
96873,BornToBeRed,1281666759,"Attending -any- Nebraska game will likely make a massive impact on a recruit's decision. Everytime I talk to a fan about when my first Nebraska game will be, they tell me I'll get chills when I walk in the gate. When 80,000+ fans are THAT excited for the team? It has to make an impact to a recruit.",2010-08-13T02:32:39Z,attending -any- nebraska game will likely make a massive impact on a recruit's decision  everytime i talk to a fan about when my first nebraska game will be  they tell me i'll get chills when i walk in the gate  when 80 000+ fans are that excited for the team  it has to make an impact to a recruit 
96898,HUSKER 4 EVER,1281668587," 

I never said I KNOW he wants to play for Texas I said it was my opinion that he does.  As for what NF2L said, (again my opinion and I am not an expert by any means, ...nor do I play one on TV nor did I sleep at a Holiday Inn Express last night :D and I am sure that most readers of this thread will put more stock into yours and NF2L's opinions that mine and that is fine with me) if Texas wanted him because he is too good to pass up Brown or not then why would they cool off on recruiting him?   

As for committing, all I was trying to say was that if playing with his brother was as important as some think he would have committed by now, so obviously there is more to it than hos brother.  His brother here at Nu does give us an edge that no one else has, but that is obviously not a gaurentee of a commit.

I do not claim to know what Mr. Green is thinking, you are correct, but then again you and NF2L do not either it is all just opinion until Mr. Green does commit and at that time whenever it is I hope he chooses NU, but I do believe at this time that if Texas was to push hard for him he will go there..and if Texas wanted him they would be recruiting him harder than what has been mentioned..I hope I am wrong but that is currently my opinion of this situation.  

Maybe this weekend I will go stay at a Holiday Inn Express and then I will have all the answers :D:D",2010-08-13T03:03:07Z," 

i never said i know he wants to play for texas i said it was my opinion that he does   as for what nf2l said  (again my opinion and i am not an expert by any means     nor do i play one on tv nor did i sleep at a holiday inn express last night :d and i am sure that most readers of this thread will put more stock into yours and nf2l's opinions that mine and that is fine with me) if texas wanted him because he is too good to pass up brown or not then why would they cool off on recruiting him    

as for committing  all i was trying to say was that if playing with his brother was as important as some think he would have committed by now  so obviously there is more to it than hos brother   his brother here at nu does give us an edge that no one else has  but that is obviously not a gaurentee of a commit 

i do not claim to know what mr  green is thinking  you are correct  but then again you and nf2l do not either it is all just opinion until mr  green does commit and at that time whenever it is i hope he chooses nu  but i do believe at this time that if texas was to push hard for him he will go there  and if texas wanted him they would be recruiting him harder than what has been mentioned  i hope i am wrong but that is currently my opinion of this situation   

maybe this weekend i will go stay at a holiday inn express and then i will have all the answers :d:d"
96916,mjw11,1281670293," 

apparently the only two people who know is RR and Green as to where he is going...Look you cant say in one post """"""""from what I hear"""""""" and then tell someone in another post related to the same athlete that the only person who knows is Green...which is it?",2010-08-13T03:31:33Z," 

apparently the only two people who know is rr and green as to where he is going   look you cant say in one post """"""""from what i hear"""""""" and then tell someone in another post related to the same athlete that the only person who knows is green   which is it "
96918,hskrncibolo,1281671171," '


texas has offered a scholie, green hasnt accepted.",2010-08-13T03:46:11Z," '


texas has offered a scholie  green hasnt accepted "
96924,Red Reign,1281673148,They offered him quite a while ago....he didn't want to be rushed or be given a deadline....,2010-08-13T04:19:08Z,they offered him quite a while ago    he didn't want to be rushed or be given a deadline    
96934,BornToBeRed,1281675701," 
 
Didn't want a deadline? Kid is perfect for Nebraska! ;)",2010-08-13T05:01:41Z," 
 
didn't want a deadline  kid is perfect for nebraska   )"
96943,HUSKERinKC,1281677335,I keep hearing the brother argument and it makes me think of the Whaley brothers.  Alonzo came here as a defensive recruit and the next year his brother is a highly sought after RB.  Chris Whaley chose Texas and to not play with his brother.  I hope that the Green's choose to play together.,2010-08-13T05:28:55Z,i keep hearing the brother argument and it makes me think of the whaley brothers   alonzo came here as a defensive recruit and the next year his brother is a highly sought after rb   chris whaley chose texas and to not play with his brother   i hope that the green's choose to play together 
96944,Red Reign,1281677702,"Good point...just read where Texas is moving his brother from RB to H-Back this year....

Yeah I hope they do too....:)

   ",2010-08-13T05:35:02Z,"good point   just read where texas is moving his brother from rb to h-back this year    

yeah i hope they do too    :)

   "
96965,FCHusker,1281702704," 
 
Didnt really say that just that game would make his mind up. I just wouldnt be surprised if he doesnt take an official visit that weekend. And it would be assinine if you and p-ville honestly dont think that one game or weekend visit couldnt help a recruit make up his mind. If that were true than why do they take visits? Why do a great number commit after a visit to Lincoln? I realize that it doesnt state anywhere that he will be at that game, but I think we would be foolish to not think there wont be a good chance he wont be at that game! Or is this you and p-ville downplaying the Texas game??????;)",2010-08-13T12:31:44Z," 
 
didnt really say that just that game would make his mind up  i just wouldnt be surprised if he doesnt take an official visit that weekend  and it would be assinine if you and p-ville honestly dont think that one game or weekend visit couldnt help a recruit make up his mind  if that were true than why do they take visits  why do a great number commit after a visit to lincoln  i realize that it doesnt state anywhere that he will be at that game  but i think we would be foolish to not think there wont be a good chance he wont be at that game  or is this you and p-ville downplaying the texas game       )"
96999,HorninFortWorth,1281707798," 

Yep. Kid is just a really big kid trying to play running back with what Texas is doing in the running game. They have a boatload of dudes and no one has stepped up and taken the job. Maybe Whaley could play tailback at Wisconsin or some place liked that. The recruitment of Chris Whaley and solely Chris Whaley in 09 and not taking Christine Michael is a very hot topic on UT boards as you can imagine. 

Texas fans will go into an absolute meltdown if Texas doesn't land Malcolm Brown. There were too many great running backs in the state this year not to land at least one and it does look like the eggs are in the Brown basket. That is the one position they aren't stockpiling talent and it is becoming quite an enigma.",2010-08-13T13:56:38Z," 

yep  kid is just a really big kid trying to play running back with what texas is doing in the running game  they have a boatload of dudes and no one has stepped up and taken the job  maybe whaley could play tailback at wisconsin or some place liked that  the recruitment of chris whaley and solely chris whaley in 09 and not taking christine michael is a very hot topic on ut boards as you can imagine  

texas fans will go into an absolute meltdown if texas doesn't land malcolm brown  there were too many great running backs in the state this year not to land at least one and it does look like the eggs are in the brown basket  that is the one position they aren't stockpiling talent and it is becoming quite an enigma "
97039,HorninFortWorth,1281709995," 

True. They will definitely utilize play action with Gilbert and go downfield with Gilbert's arm with him under center more than McCoy ever was. Play action is a lot more effective if you can actually run the ball though. I guess that is what remains to be seen.",2010-08-13T14:33:15Z," 

true  they will definitely utilize play action with gilbert and go downfield with gilbert's arm with him under center more than mccoy ever was  play action is a lot more effective if you can actually run the ball though  i guess that is what remains to be seen "
97256,N2FL,1281723636," 
 
The reason that Texas is not full-court pressing Aaron Green is beacuse the Longhorns are pretty deep and young at RB and they would  prefer  to only bring in one more RB in this class. They must either feel they have a better overall chance at landing Malcolm Brown than Aaron Green, or they simply prefer Brown to Green. Heck, they may be going harder after Brown because they feel Green is a Husker lean?

The point is that their class only has 2 or 3 spots left and when you are a school like Texas and you are capable of recruiting anyone, anywhere, you have the luxery of spending the majority of your time trying to secure a commitment from someone at a more desired position. They can play hardball with kids because they know that they can replace a 5* or 4* player who says 'No' with a fellow 5* or 4* player. Most schools outside of Florida, USC (until recently), Alabama and a select few others can pull this off. Texas can.",2010-08-13T18:20:36Z," 
 
the reason that texas is not full-court pressing aaron green is beacuse the longhorns are pretty deep and young at rb and they would  prefer  to only bring in one more rb in this class  they must either feel they have a better overall chance at landing malcolm brown than aaron green  or they simply prefer brown to green  heck  they may be going harder after brown because they feel green is a husker lean 

the point is that their class only has 2 or 3 spots left and when you are a school like texas and you are capable of recruiting anyone  anywhere  you have the luxery of spending the majority of your time trying to secure a commitment from someone at a more desired position  they can play hardball with kids because they know that they can replace a 5* or 4* player who says 'no' with a fellow 5* or 4* player  most schools outside of florida  usc (until recently)  alabama and a select few others can pull this off  texas can "
97362,p-ville husker,1281731925," 
 
not for sure how many from out of state, but until the last few years until Muschamp came on they did not go out of state fro recruits....now they are and are getting who they want most times.",2010-08-13T20:38:45Z," 
 
not for sure how many from out of state  but until the last few years until muschamp came on they did not go out of state fro recruits    now they are and are getting who they want most times "
97421,N2FL,1281735342," 
 
Yeah and when they do go out of state, they get Nationally Ranked Blue-Chippers like Christian Westerman and Josh Turner. Do you really think that if Texas targetted any player in the country, they wouldnt have a legit shot at their commitment? 

The reason Texas is 95% in-state recruits is because they can pull it off. Nebraska would do the same thing if they could. So would any other school.",2010-08-13T21:35:42Z," 
 
yeah and when they do go out of state  they get nationally ranked blue-chippers like christian westerman and josh turner  do you really think that if texas targetted any player in the country  they wouldnt have a legit shot at their commitment  

the reason texas is 95% in-state recruits is because they can pull it off  nebraska would do the same thing if they could  so would any other school "
97425,iBLEEDred,1281735994," 
 
I do agree with you that they dont have to go out of state so why would they but I dont think they can get anyone anytime anywhere.  They have no track record to do so because of the rich talent in their own backyard.

But back to my original post in was mostly a joke!",2010-08-13T21:46:34Z," 
 
i do agree with you that they dont have to go out of state so why would they but i dont think they can get anyone anytime anywhere   they have no track record to do so because of the rich talent in their own backyard 

but back to my original post in was mostly a joke "
97465,FCHusker,1281742620,"Say his commit to tOSU is sort of solid. Also looking at visiting Arizona State and another school TBD.
Also states that whatever school he should choose he plans to enroll early.

4* (per Rivals)
4* (per Scout)
6'2"""""""" 
185 lbs
4.55 40
Plantation High School
17th ranked safety 

Currently holding offers from Arizona State, Florida State, Louisville, Miami, LSU, Nebraska, North Carolina, Colorado, South Florida, Stanford, Wake Forest and Ohio State and Wisconsin.

 

 ",2010-08-13T23:37:00Z,"say his commit to tosu is sort of solid  also looking at visiting arizona state and another school tbd 
also states that whatever school he should choose he plans to enroll early 

4* (per rivals)
4* (per scout)
6'2"""""""" 
185 lbs
4 55 40
plantation high school
17th ranked safety 

currently holding offers from arizona state  florida state  louisville  miami  lsu  nebraska  north carolina  colorado  south florida  stanford  wake forest and ohio state and wisconsin 

 

 "
97466,FCHusker,1281742734," I do agree with you that they dont have to go out of state so why would they but I dont think they can get anyone anytime anywhere.  They have no track record to do so because of the rich talent in their own backyard.

 But back to my original post in was mostly a joke! QUOTE]

They dont take to joking so well around here sometimes!",2010-08-13T23:38:54Z," i do agree with you that they dont have to go out of state so why would they but i dont think they can get anyone anytime anywhere   they have no track record to do so because of the rich talent in their own backyard 

 but back to my original post in was mostly a joke  quote]

they dont take to joking so well around here sometimes "
97467,Red Reign,1281743036," 

Right....that's why he is going to visit else where (soft verbal to any program is usually a death sentance to them....in this case Ohio State)....with that being said we could use a safety of his caliber....no academic problems either....


Safety/Linebacker • 2 Int, 5 FF, 2 FR, 55 yard FR for TD • 96 Tackles, 43 solo, 7 sacks, 23 for loss • 6'2"""""""" 190 LBS • 4.45/40 Time • Has already received 10 Major D1 Offers as a Junior • 3.5 GPA • Graduating December 2010

#8 in the video....

            ",2010-08-13T23:43:56Z," 

right    that's why he is going to visit else where (soft verbal to any program is usually a death sentance to them    in this case ohio state)    with that being said we could use a safety of his caliber    no academic problems either    


safety/linebacker • 2 int  5 ff  2 fr  55 yard fr for td • 96 tackles  43 solo  7 sacks  23 for loss • 6'2"""""""" 190 lbs • 4 45/40 time • has already received 10 major d1 offers as a junior • 3 5 gpa • graduating december 2010

#8 in the video    

            "
97477,FCHusker,1281745643,I would loooooooooove to have him and Cory Cooper playing Safety at NU at the same time!,2010-08-14T00:27:23Z,i would loooooooooove to have him and cory cooper playing safety at nu at the same time 
97611,HUSKER 4 EVER,1281793810,"I hate the fact that he is still taking visits after a commitment, but that is the world of recruiting.

I hope he chooses us and if he does we know Bo does not put up with more visits.",2010-08-14T13:50:10Z,"i hate the fact that he is still taking visits after a commitment  but that is the world of recruiting 

i hope he chooses us and if he does we know bo does not put up with more visits "
97647,centexhusker,1281802005," 

Thanks for the info SB.......not to be picky but I believe he is the 17th ranked Safety in the entire country and 48th overall in the State of Florida  :)",2010-08-14T16:06:45Z," 

thanks for the info sb       not to be picky but i believe he is the 17th ranked safety in the entire country and 48th overall in the state of florida  :)"
97764,centexhusker,1281816690,"After watching his video clip all I can say is wow.  Very good looking prospect and it looks like in the video he is used to playing against a high level of competition.  My favorite plays were the kickoffs, he looked pretty wreckless on those plays.  :)",2010-08-14T20:11:30Z,after watching his video clip all i can say is wow   very good looking prospect and it looks like in the video he is used to playing against a high level of competition   my favorite plays were the kickoffs  he looked pretty wreckless on those plays   :)
98311,Red Reign,1281908029,"A 5.4.....2**.....LOL....these guys have no clue how to rank a kicker....this kid is acknowledged, across the board, as one of the top two or three kickers in the country....

I heard one of their """"""""experts"""""""", on the radio a few weeks back, who admitted they didn't really have a clue how to rate kickers....when Nik committed to us....

Hey if he kicks like we expect him to....who cares....:D

 

 ",2010-08-15T21:33:49Z,"a 5 4     2**     lol    these guys have no clue how to rank a kicker    this kid is acknowledged  across the board  as one of the top two or three kickers in the country    

i heard one of their """"""""experts""""""""  on the radio a few weeks back  who admitted they didn't really have a clue how to rate kickers    when nik committed to us    

hey if he kicks like we expect him to    who cares    :d

 

 "
98322,p-ville husker,1281908219,They never rate a kicker higher than a 3* 5.5....kickers should not even count in the rankings or average star.,2010-08-15T21:36:59Z,they never rate a kicker higher than a 3* 5 5    kickers should not even count in the rankings or average star 
98326,Red Reign,1281908558,"Yeah I know....because as the fellow admitted on the radio, they don't have an expert who can really rate kickers....

Agree they shouldn't count...few schools give scholarships to kickers anyway....thus through no fault of his own, he brings the over-all Nebraska """"""""ranking"""""""" down....

   ",2010-08-15T21:42:38Z,"yeah i know    because as the fellow admitted on the radio  they don't have an expert who can really rate kickers    

agree they shouldn't count   few schools give scholarships to kickers anyway    thus through no fault of his own  he brings the over-all nebraska """"""""ranking"""""""" down    

   "
98373,mjw11,1281915884,"I honestly have gotten to the point that I do not care at all who we recruit and what they are """"""""rated"""""""" ...our staff is so good at developing talent for the system they run it doesnt matter who they bring in..as long as the kid is coachable its all good",2010-08-15T23:44:44Z,"i honestly have gotten to the point that i do not care at all who we recruit and what they are """"""""rated""""""""    our staff is so good at developing talent for the system they run it doesnt matter who they bring in  as long as the kid is coachable its all good"
98381,p-ville husker,1281917243," 
 
Correct on all points....just that kickers are hard to rate and most are walk-ons and then get a schollie if they prove themselves.",2010-08-16T00:07:23Z," 
 
correct on all points    just that kickers are hard to rate and most are walk-ons and then get a schollie if they prove themselves "
98402,FCHusker,1281920758," 
 
You are wise in your ways! Maybe the best Red statement of the year! And trust me there have been many great ones! Somebody tell me what Alex Henerys """"""""*"""""""" ranking was when he came to """"""""Kicker U?"""""""" Heck what was Kris and Josh Browns star rating for that matter!",2010-08-16T01:05:58Z," 
 
you are wise in your ways  maybe the best red statement of the year  and trust me there have been many great ones  somebody tell me what alex henerys """"""""*"""""""" ranking was when he came to """"""""kicker u """""""" heck what was kris and josh browns star rating for that matter "
98421,KleinTxHusker,1281923379," While I agree with you...  Kris and Josh were schollie recipients out of high school.  That alone makes them elite...

Maybe it is a good sign when a team feels comfortable enough to offer one to a kicker... says they have most of the rest of their needs met and have found a kicker they believe it.

Yes, we have had some schollie guys be marginal kickers; but in general when we give one a scholarship I would bet they tend to pan out.",2010-08-16T01:49:39Z," while i agree with you     kris and josh were schollie recipients out of high school   that alone makes them elite   

maybe it is a good sign when a team feels comfortable enough to offer one to a kicker    says they have most of the rest of their needs met and have found a kicker they believe it 

yes  we have had some schollie guys be marginal kickers  but in general when we give one a scholarship i would bet they tend to pan out "
